num,name,explain,address
20,진아영할머니 집터,"[0.0, 0.0, 0.0, 0.0728844898796243, 0.0, 0.15238178263259458, 0.0, 0.12038681506168428, 0.14357773199397422, 0.0, 0.16373217801158682, 0.16373217801158682, 0.0, 0.0, 0.16373217801158682, 0.15238178263259458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13030233778134137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16373217801158682, 0.16373217801158682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.32746435602317364, 0.0, 0.0, 0.13638429884713943, 0.0, 0.0, 0.21807283936538405, 0.32746435602317364, 0.0, 0.0, 0.21807283936538405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16015584605291822, 0.0, 0.15238178263259458, 0.0, 0.0, 0.0, 0.0, 0.27276859769427886, 0.0, 0.15238178263259458, 0.0, 0.0, 0.16015584605291822, 0.10587836269444499, 0.16373217801158682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16373217801158682, 0.0, 0.0, 0.0, 0.32746435602317364, 0.0, 0.15238178263259458, 0.0, 0.0, 0.0, 0.16373217801158682, 0.0, 0.15238178263259458, 0.0, 0.0, 0.0, 0.11622985282952684, 0.0, 0.16373217801158682, 0.0, 0.0, 0.32746435602317364, 0.16373217801158682, 0.27276859769427886, 0.16373217801158682, 0.0]","제주특별자치도 제주시 한림읍 월령리 381, 월령1길 22"
21,한모살 (표선백사장),"[0.0, 0.32436847138016184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11913853643277933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09644569783626562, 0.0, 0.0, 0.1264439987297414, 0.11316953911586317, 0.0, 0.0, 0.0, 0.0, 0.1264439987297414, 0.0, 0.0, 0.11316953911586317, 0.0, 0.10375116013322769, 0.0, 0.0, 0.2162456475867746, 0.0, 0.0, 0.0, 0.0, 0.13586237771237689, 0.1264439987297414, 0.13586237771237689, 0.0, 0.0, 0.11913853643277933, 0.0, 0.0, 0.0, 0.2162456475867746, 0.0, 0.0, 0.1264439987297414, 0.0, 0.0, 0.0, 0.13586237771237689, 0.1264439987297414, 0.0, 0.11316953911586317, 0.0, 0.0, 0.0, 0.13586237771237689, 0.0, 0.06047839962587364, 0.0, 0.13289479388557962, 0.0, 0.11913853643277933, 0.11913853643277933, 0.08105832153671395, 0.13586237771237689, 0.0, 0.0, 0.1264439987297414, 0.0, 0.0, 0.0, 0.13586237771237689, 0.0, 0.0, 0.0, 0.11913853643277933, 0.1264439987297414, 0.1264439987297414, 0.13586237771237689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13586237771237689, 0.0, 0.0, 0.0, 0.32436847138016184, 0.0, 0.11913853643277933, 0.0, 0.1264439987297414, 0.0, 0.0, 0.0, 0.0, 0.13586237771237689, 0.11316953911586317, 0.0, 0.11316953911586317, 0.0, 0.13586237771237689, 0.0, 0.13586237771237689, 0.0, 0.0, 0.0, 0.0, 0.11913853643277933, 0.0, 0.0, 0.0, 0.13289479388557962, 0.11913853643277933, 0.0, 0.0, 0.32436847138016184, 0.0, 0.13586237771237689, 0.0, 0.1264439987297414, 0.0, 0.09047670051934943, 0.11913853643277933, 0.11913853643277933, 0.0, 0.0]",제주특별자치도 서귀포시 표선면 표선리
22,중문리 신사터,"[0.0, 0.28518143214226926, 0.15931619464591606, 0.0, 0.0, 0.14259071607113463, 0.0, 0.0, 0.0, 0.13623198423162206, 0.0, 0.0, 0.0, 0.08054736444472615, 0.1711831105479803, 0.0, 0.0, 0.0, 0.0, 0.1711831105479803, 0.1711831105479803, 0.0, 0.1711831105479803, 0.1307238001690704, 0.10479362651209012, 0.0, 0.1711831105479803, 0.15931619464591606, 0.0, 0.1711831105479803, 0.1711831105479803, 0.0, 0.0, 0.1711831105479803, 0.0, 0.3423662210959606, 0.0, 0.0, 0.0, 0.15931619464591606, 0.0, 0.0, 0.1711831105479803, 0.0, 0.0, 0.0, 0.07620123203524447, 0.0, 0.08372201552782702, 0.14259071607113463, 0.0, 0.3423662210959606, 0.15931619464591606, 0.1307238001690704, 0.0, 0.0, 0.15931619464591606, 0.0, 0.13623198423162206, 0.12586523749635325, 0.15931619464591606, 0.0, 0.14259071607113463, 0.0, 0.0, 0.0, 0.15931619464591606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1711831105479803, 0.0, 0.0, 0.0, 0.12586523749635325, 0.28518143214226926, 0.0, 0.1711831105479803, 0.0]","제주특별자치도 서귀포시 중문동 1498번지 일대, 천제연로 149"
23,함덕백사장 & 서우봉,"[0.0, 0.0, 0.12476818009884723, 0.0, 0.0, 0.0, 0.06333618057217412, 0.0, 0.1391744608770696, 0.0, 0.22646388575472884, 0.0, 0.0, 0.0, 0.13241884681731061, 0.0695872304385348, 0.0, 0.12476818009884723, 0.1391744608770696, 0.0, 0.0, 0.0, 0.14228227170341107, 0.0, 0.13241884681731061, 0.0, 0.14228227170341107, 0.10100303862792272, 0.12476818009884723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14228227170341107, 0.0, 0.10100303862792272, 0.09475198876156202, 0.11851713023248654, 0.12476818009884723, 0.0, 0.22646388575472884, 0.0, 0.0, 0.11851713023248654, 0.0, 0.0, 0.14228227170341107, 0.18401531270581706, 0.14228227170341107, 0.0, 0.13241884681731061, 0.26483769363462123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14228227170341107, 0.0, 0.13241884681731061, 0.0, 0.0, 0.0, 0.0, 0.09475198876156202, 0.10461541364766248, 0.13241884681731061, 0.14228227170341107, 0.0, 0.14228227170341107, 0.0, 0.13241884681731061, 0.0, 0.14228227170341107, 0.14228227170341107, 0.0, 0.14228227170341107, 0.14228227170341107, 0.0, 0.0, 0.13241884681731061, 0.18401531270581706, 0.10865370534638609, 0.13241884681731061, 0.14228227170341107, 0.26483769363462123, 0.0, 0.0, 0.0, 0.14228227170341107, 0.0, 0.14228227170341107, 0.14228227170341107, 0.14228227170341107, 0.0, 0.0, 0.14228227170341107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14228227170341107, 0.0, 0.14228227170341107, 0.0, 0.0]",제주특별자치도 제주시 조천읍 함덕리 1008번지
24,조천중학원 옛터,"[0.1705985751977684, 0.14959891699825598, 0.0, 0.14959891699825598, 0.0, 0.0, 0.0, 0.0, 0.1705985751977684, 0.0, 0.0, 0.14210381456613924, 0.0, 0.1705985751977684, 0.0, 0.0, 0.277828187204993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5983956679930239, 0.0, 0.0, 0.0, 0.0, 0.3175443620053356, 0.0, 0.0, 0.07594102929846912, 0.0, 0.13576679575386874, 0.0, 0.0, 0.0, 0.0, 0.08343613173058588, 0.0, 0.14210381456613924, 0.5983956679930239, 0.0, 0.14210381456613924, 0.0, 0.0, 0.0, 0.14210381456613924, 0.0, 0.12110415636662683, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5983956679930239, 0.3175443620053356, 0.0, 0.13576679575386874, 0.0, 0.0, 0.14210381456613924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5983956679930239, 0.14210381456613924, 0.0, 0.277828187204993, 0.0, 0.0, 0.14959891699825598, 0.0]","제주특별자치도 제주시 조천읍 조천리 2347번지, 신북로264(현 조천보건지소)"
25,종남마을,"[0.0, 0.0, 0.09441768564201646, 0.15423374165867856, 0.0, 0.0, 0.19947228745596085, 0.0, 0.0, 0.21897424577185878, 0.15423374165867856, 0.0, 0.0, 0.0, 0.06865631251923515, 0.0, 0.12274323439017024, 0.16745149952629618, 0.0, 0.14354180577981018, 0.12847236853589725, 0.0, 0.0, 0.0, 0.0, 0.14354180577981018, 0.0, 0.0, 0.0, 0.14354180577981018, 0.0, 0.0, 0.0, 0.0, 0.3682297031705107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09201905953424758, 0.0, 0.0, 0.0, 0.21897424577185878, 0.3682297031705107, 0.0, 0.3084674833173571, 0.11778043265702888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12847236853589725, 0.0, 0.09201905953424758, 0.14354180577981018, 0.0, 0.0, 0.0, 0.15423374165867856, 0.0, 0.0, 0.0, 0.0, 0.3682297031705107, 0.0, 0.0, 0.0, 0.16745149952629618, 0.0, 0.3084674833173571, 0.19947228745596085, 0.0, 0.0, 0.0, 0.1352484960087107, 0.12274323439017024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11340293129198432, 0.0, 0.14354180577981018, 0.15423374165867856, 0.0, 0.0, 0.0, 0.12847236853589725, 0.0, 0.0, 0.0, 0.0]",제주특별자치도 제주시 조천읍 와산리 464번지 일대
26,불카분낭 (불타버린 나무),"[0.18594771237401464, 0.0, 0.15257577328093416, 0.15900471308860956, 0.0, 0.0, 0.0, 0.19979831852129262, 0.19979831852129262, 0.08893913646711879, 0.0, 0.0, 0.15900471308860956, 0.19979831852129262, 0.0, 0.0, 0.19979831852129262, 0.0, 0.16642637942821217, 0.0, 0.0, 0.19979831852129262, 0.0, 0.1330544403351317, 0.1418324085060017, 0.19979831852129262, 0.3718954247480293, 0.0, 0.19979831852129262, 0.19979831852129262, 0.0, 0.0, 0.0, 0.0, 0.16642637942821217, 0.0, 0.0, 0.3718954247480293, 0.0, 0.1292007416687552, 0.0, 0.0, 0.17520434759908213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18594771237401464, 0.0, 0.0, 0.0, 0.0, 0.11920383418785371, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18594771237401464, 0.0, 0.0, 0.0, 0.0, 0.19979831852129262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19979831852129262, 0.09771710463798876, 0.15257577328093416, 0.0, 0.0, 0.0]",제주특별자치도 제주시 조천읍 선흘리 1136-2번지
27,목시물굴,"[0.0, 0.13420529261097877, 0.12011602973863877, 0.0782799037882616, 0.0, 0.13420529261097877, 0.0, 0.1442017837057228, 0.0, 0.1442017837057228, 0.12011602973863877, 0.0, 0.17206756935362139, 0.1442017837057228, 0.1442017837057228, 0.0, 0.12011602973863877, 0.13420529261097877, 0.0, 0.0, 0.0, 0.0, 0.22023907728778946, 0.0, 0.14105204579942504, 0.11475954059418501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12645141172242966, 0.0, 0.0, 0.0, 0.0, 0.11011953864389473, 0.1442017837057228, 0.1442017837057228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07052602289971252, 0.0, 0.0, 0.0, 0.1442017837057228, 0.0, 0.0, 0.13420529261097877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13420529261097877, 0.0, 0.0, 0.0, 0.0, 0.13420529261097877, 0.0, 0.2529028234448593, 0.1442017837057228, 0.0, 0.0, 0.0, 0.11011953864389473, 0.22023907728778946, 0.0, 0.0, 0.12011602973863877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1442017837057228, 0.13420529261097877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1442017837057228, 0.0, 0.0, 0.0, 0.2529028234448593, 0.12011602973863877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1442017837057228, 0.12011602973863877, 0.12645141172242966, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13420529261097877, 0.12645141172242966, 0.0, 0.0, 0.06419064091592162, 0.0, 0.14105204579942504, 0.17206756935362139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1442017837057228, 0.0, 0.0, 0.1442017837057228, 0.1442017837057228, 0.12645141172242966, 0.0, 0.1442017837057228, 0.0, 0.11475954059418501, 0.0, 0.0, 0.13420529261097877, 0.1442017837057228, 0.0, 0.0, 0.0, 0.0]",제주특별자치도 제주시 조천읍 선흘리 산26번지 일대
28,낙선동 4.3성,"[0.0962566531080337, 0.1026069698286828, 0.13452166196885634, 0.14454171832997062, 0.13452166196885634, 0.14454171832997062, 0.093468740620649, 0.11503006943445473, 0.11037912935788788, 0.0, 0.0, 0.0, 0.13452166196885634, 0.13452166196885634, 0.0, 0.11037912935788788, 0.0, 0.14454171832997062, 0.0, 0.0, 0.0962566531080337, 0.13452166196885634, 0.0, 0.0, 0.0, 0.14454171832997062, 0.0, 0.0, 0.08623659674691943, 0.106276709469148, 0.0, 0.14454171832997062, 0.0, 0.0, 0.0, 0.12039918571900217, 0.0, 0.12039918571900217, 0.0, 0.1413845553770185, 0.0, 0.0, 0.0, 0.0, 0.13452166196885634, 0.0, 0.12039918571900217, 0.0, 0.0, 0.0, 0.12674950243965125, 0.12039918571900217, 0.12039918571900217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11037912935788788, 0.0, 0.0, 0.08025099866845133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14454171832997062, 0.2690433239377127, 0.0, 0.12674950243965125, 0.13452166196885634, 0.11503006943445473, 0.14454171832997062, 0.0, 0.0, 0.2690433239377127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13452166196885634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14454171832997062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06434196096786016, 0.0, 0.1413845553770185, 0.0, 0.0, 0.2534990048793025, 0.14454171832997062, 0.12039918571900217, 0.0, 0.14454171832997062, 0.07069227768850925, 0.0, 0.2534990048793025, 0.0]","제주특별자치도 제주시 조천읍 선흘리 2720번지, 선흘서5길7"
29,북촌국민학교,"[0.12210939486091078, 0.12210939486091078, 0.10171369124262958, 0.12210939486091078, 0.11364441303514689, 0.12210939486091078, 0.12210939486091078, 0.10707846302542633, 0.0897829694501123, 0.12210939486091078, 0.12210939486091078, 0.11364441303514689, 0.12210939486091078, 0.0, 0.22728882607029377, 0.0, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11364441303514689, 0.0, 0.12210939486091078, 0.11364441303514689, 0.0, 0.0, 0.0, 0.22728882607029377, 0.0, 0.12210939486091078, 0.0, 0.11364441303514689, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0, 0.11364441303514689, 0.0728530057985845, 0.12210939486091078, 0.12210939486091078, 0.0, 0.0, 0.10707846302542633, 0.08668275940714515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11364441303514689, 0.0, 0.0, 0.0, 0.0, 0.10171369124262958, 0.0, 0.11364441303514689, 0.11364441303514689, 0.24421878972182157, 0.0932487094168657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11364441303514689, 0.0, 0.0, 0.0, 0.10707846302542633, 0.12210939486091078, 0.0, 0.145706011597169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10707846302542633, 0.0, 0.09717784133009949, 0.0, 0.0, 0.0, 0.10707846302542633, 0.0, 0.05435633399634666, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0, 0.0, 0.12210939486091078, 0.12210939486091078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11364441303514689, 0.12210939486091078, 0.12210939486091078, 0.0, 0.0, 0.24421878972182157, 0.0, 0.0, 0.0, 0.07475203761462784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12210939486091078, 0.0, 0.0, 0.0]","제주특별자치도 제주시 조천면 북촌리 1212번지, 일주동로 1481"
30,너븐숭이 4.3기념관,"[0.24462302544578912, 0.07297359352066661, 0.0, 0.12231151272289456, 0.0, 0.0, 0.0, 0.10725570139464322, 0.0, 0.22766503898683846, 0.0, 0.11383251949341923, 0.20376409947303648, 0.0, 0.0, 0.0, 0.0, 0.11383251949341923, 0.05444630566498961, 0.0, 0.11963991464622918, 0.0, 0.0, 0.0, 0.0, 0.08993157997961726, 0.10725570139464322, 0.0, 0.12231151272289456, 0.12231151272289456, 0.10188204973651824, 0.12231151272289456, 0.11383251949341923, 0.12231151272289456, 0.12231151272289456, 0.10725570139464322, 0.08993157997961726, 0.12231151272289456, 0.12231151272289456, 0.11383251949341923, 0.11383251949341923, 0.0, 0.0, 0.0, 0.11383251949341923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11383251949341923, 0.0, 0.0, 0.0, 0.11963991464622918, 0.0, 0.0, 0.12231151272289456, 0.0, 0.09340305650704292, 0.0, 0.0, 0.0, 0.11383251949341923, 0.0, 0.11383251949341923, 0.22766503898683846, 0.08145258675014193, 0.0, 0.0, 0.11383251949341923, 0.0, 0.0, 0.0, 0.0, 0.07487576865136593, 0.20376409947303648, 0.0, 0.0, 0.0840171152593213, 0.0, 0.11383251949341923, 0.12231151272289456, 0.12231151272289456, 0.12231151272289456, 0.24462302544578912, 0.12231151272289456, 0.11383251949341923, 0.0, 0.0, 0.12231151272289456, 0.12231151272289456, 0.12231151272289456, 0.0, 0.0, 0.11383251949341923, 0.0]","제주특별자치도 제주시 조천면 북촌리 1599번지, 북촌3길3"
31,이덕구 산전,"[0.08423252018714386, 0.08978957171652212, 0.1177175628024628, 0.1177175628024628, 0.0, 0.0, 0.3019824292527034, 0.09659085311684988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10066080975090115, 0.0, 0.2354351256049256, 0.2354351256049256, 0.0, 0.09659085311684988, 0.18600179388610158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08423252018714386, 0.22639243029371084, 0.0, 0.0, 0.12648593955836973, 0.12648593955836973, 0.3019824292527034, 0.0, 0.10066080975090115, 0.0, 0.0702262508316384, 0.2354351256049256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3019824292527034, 0.0, 0.0, 0.12648593955836973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12648593955836973, 0.0, 0.2354351256049256, 0.2354351256049256, 0.0, 0.1053592298727568, 0.0, 0.0, 0.0, 0.2354351256049256, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1177175628024628, 0.0, 0.1177175628024628, 0.0, 0.0, 0.0, 0.0, 0.10066080975090115, 0.05630452910120318, 0.0, 0.0, 0.08978957171652212, 0.12648593955836973, 0.1177175628024628, 0.22639243029371084, 0.1053592298727568, 0.0, 0.0, 0.1053592298727568, 0.1177175628024628, 0.22639243029371084, 0.12648593955836973, 0.18600179388610158, 0.0, 0.1177175628024628, 0.12648593955836973, 0.0, 0.12648593955836973, 0.0, 0.0, 0.0, 0.0, 0.12648593955836973, 0.0, 0.0, 0.1053592298727568, 0.0, 0.0, 0.0, 0.12648593955836973, 0.0]",제주특별자치도 제주시 조천면 교래리 산 137-1번지
32,오림반,"[0.08121943007005245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1393325575288943, 0.0, 0.0, 0.0, 0.18245629768682964, 0.0, 0.0, 0.3396157826972156, 0.15999702519097103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12952169137125755, 0.3396157826972156, 0.0, 0.0, 0.15198096386711618, 0.15198096386711618, 0.18245629768682964, 0.0, 0.0, 0.1698078913486078, 0.0, 0.15999702519097103, 0.0, 0.0, 0.1698078913486078, 0.0, 0.1698078913486078, 0.0, 0.15999702519097103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18245629768682964, 0.0, 0.0, 0.0, 0.18245629768682964, 0.0, 0.0, 0.18245629768682964, 0.15999702519097103, 0.0, 0.0, 0.10130154997389605, 0.18245629768682964, 0.0, 0.0, 0.0, 0.0, 0.18245629768682964, 0.0, 0.0, 0.0, 0.18245629768682964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1253312255835914, 0.0, 0.0, 0.0, 0.15999702519097103, 0.0, 0.0, 0.0, 0.0, 0.12150563004740268, 0.15999702519097103, 0.15999702519097103, 0.0, 0.0]",제주특별자치도 서귀포시 남원읍 신례리 산 2-1번지 일대
33,조일구락부 옛터,"[0.0, 0.0, 0.15041432044439917, 0.17152843932322195, 0.0, 0.0, 0.0, 0.0, 0.15963758421640065, 0.0, 0.0763549532642045, 0.0, 0.17152843932322195, 0.0, 0.14287836522754993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1365068058779448, 0.0, 0.0, 0.17152843932322195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17152843932322195, 0.16778181696210748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13098751012072865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14287836522754993, 0.0, 0.0, 0.0, 0.17152843932322195, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16778181696210748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17152843932322195, 0.15041432044439917, 0.0, 0.0, 0.15963758421640065, 0.0, 0.11422829113187793, 0.15041432044439917, 0.15041432044439917, 0.0, 0.0]","제주특별자치도 제주시 삼도2동 907-11번지, 관덕로2길 11"
34,제주농업학교 옛터,"[0.10494171784030519, 0.11137664465756841, 0.0, 0.0, 0.0, 0.0, 0.11705874841139063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11967270820931818, 0.0, 0.09138793624889507, 0.053271656166034964, 0.0, 0.0, 0.09968399980064484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09968399980064484, 0.11137664465756841, 0.0, 0.0, 0.0, 0.0, 0.11137664465756841, 0.0, 0.09138793624889507, 0.23934541641863635, 0.0, 0.0, 0.0, 0.0, 0.07139922784022174, 0.0, 0.0, 0.0, 0.0, 0.10494171784030519, 0.0, 0.0, 0.0, 0.11967270820931818, 0.11967270820931818, 0.0, 0.0, 0.11967270820931818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19936799960128967, 0.0, 0.11967270820931818, 0.0, 0.0, 0.0, 0.09523866253825176, 0.11967270820931818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19936799960128967, 0.0, 0.0, 0.0, 0.11967270820931818, 0.09523866253825176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10494171784030519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09138793624889507, 0.11137664465756841, 0.0, 0.0, 0.11967270820931818, 0.0, 0.0, 0.0, 0.09523866253825176, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09968399980064484, 0.0, 0.0, 0.10494171784030519, 0.0, 0.0, 0.09968399980064484, 0.0, 0.0, 0.11705874841139063, 0.09968399980064484, 0.11967270820931818, 0.11967270820931818, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11967270820931818, 0.0, 0.0, 0.0, 0.0, 0.10494171784030519, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22275328931513683, 0.0, 0.0, 0.0, 0.0, 0.23934541641863635, 0.0, 0.0, 0.0, 0.0, 0.09968399980064484, 0.11967270820931818, 0.11967270820931818, 0.0, 0.0, 0.0, 0.11137664465756841, 0.0796952913919715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0796952913919715, 0.08495300943163187, 0.06496430102295853, 0.22275328931513683, 0.0, 0.11137664465756841, 0.11967270820931818, 0.0, 0.0, 0.08799135494372129, 0.0, 0.0, 0.08220449159022933, 0.11967270820931818, 0.09138793624889507, 0.0, 0.0, 0.0, 0.11137664465756841, 0.0, 0.0]","제주특별자치도 제주시 삼도1동 305-4번지 일대, 전농로100"
35,곤흘동(곤을동) 마을터,"[0.06707757628412149, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.12551817574609847, 0.14024109472028826, 0.10034917951806843, 0.11992078173233894, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.12551817574609847, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.10696949148634131, 0.15068717197412848, 0.13213848771437134, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.13213848771437134, 0.15068717197412848, 0.3452162954767747, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.3452162954767747, 0.15068717197412848, 0.15068717197412848, 0.08990310226422821, 0.15068717197412848, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.19488546773680532, 0.15068717197412848, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.19488546773680532, 0.11992078173233894, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.11992078173233894, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.11992078173233894, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.09224657251215151, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.11992078173233894, 0.15068717197412848, 0.15068717197412848, 0.13213848771437134, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.15068717197412848, 0.3452162954767747, 0.15068717197412848, 0.14024109472028826, 0.15068717197412848, 0.15068717197412848]",제주특별자치도 제주시 화북 1동 4438
